clave,descripcion,unidad,precio,fuente,fecha,estado
VIN-13-ECO,Loseta vinílica Vinylasa 30x30 cm 1.3 mm líneas ML / Vetta / Premium Wood,m2,66.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
VIN-13-TC,Loseta vinílica Vinylasa 30x30 cm 1.3 mm Thru Chip,m2,79.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
VIN-16-TC,Loseta vinílica Vinylasa 30x30 cm 1.6 mm Thru Chip / Evolution / Terra Bellum / Van / Greco / Deco Wood,m2,105.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
VIN-16-SOLID,Loseta vinílica Vinylasa 30x30 cm 1.6 mm Solid,m2,111.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
VIN-20-PW,Loseta vinílica Vinylasa 30x30 cm 2.0 mm Premium Wood,m2,141.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
VIN-31-TC,Loseta vinílica Vinylasa 30x30 cm 3.1 mm Thru Chip,m2,230.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
VIN-31-STD,Loseta vinílica Vinylasa 30x30 cm 3.1 mm Solid / Premium Marble / Serie 100 / Premium Wood,m2,236.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
VIN-31-PQ,Loseta vinílica Vinylasa 30x30 cm 3.1 mm Premium Quartz,m2,265.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
VIN-31-SG,Loseta vinílica Vinylasa 30x30 cm 3.1 mm Slip Grip (antiderrapante),m2,281.00,Regla de escala lineal anclada en dos precios: 1.6 mm Thru Chip $105/m² y 3.1 mm Thru Chip $230/m² sin IVA (Mercado Libre 2026 loseta vinílica 30x30 $124-243/m² con IVA = $107-209 sin IVA; y el material implícito en el tabulador CDMX GH22BB 1.6 mm $249.66 y GH22BC 3 mm $416.84 a 45 m²/jor). Entre modelos: precio = 5.29 + 0.8478 × material Construbase actualizado del modelo ($/m²). Vinylasa (vinylasa.com) lista cajas de 4.18 m² sin precio visible,2026-09,referencia
ADH-VINIL,Adhesivo para loseta y piso vinílico base agua (cubeta 18.6 kg),kg,74.00,"Afix Green cubeta 18.6 kg $1,599 con IVA (madercenter.mercadoshops.com.mx) → $74/kg sin IVA; Mercado Libre $299-1,798 por presentación. Rendimiento 0.3-0.4 kg/m² según llana",2026-09,validado con rango de mercado
