clave,descripcion,unidad,precio,fuente,fecha,estado
MANG-FLEX-AGUA-40,Manguera flexible trenzada de acero para agua 1/2 x 1/2 in x 40 cm (Coflex LL-40 o similar),pza,95.00,Home Depot México Coflex LL-40 $110.01 con IVA ÷ 1.16,2026-09,validado con rango de mercado
CONEC-GAS-38-150,Conector flexible para gas LP/natural 3/8 flare x 3/8 flare x 150 cm (Coflex VGB150 o similar),pza,130.00,"Coflex VGB150 $150.43 con IVA (toolferreterias.com); 60 cm $106, 200 cm $176, 300 cm $239 ÷ 1.16",2026-09,validado con rango de mercado
LLAVE-GAS-38,Llave de paso de esfera para gas 3/8 in (tipo flare/roscada),pza,120.00,Estimación de mercado $120-180 con IVA (ferreterías); sin cotización específica,2026-09,referencia
VALV-ESF-13,Válvula de esfera de latón 13 mm (1/2 in) roscada,pza,130.00,Estimación de mercado $130-180 con IVA (Urrea/Foset en ferreterías); sin cotización específica,2026-09,referencia
VALV-ESF-25,Válvula de esfera de latón 25 mm (1 in) roscada,pza,280.00,Estimación de mercado $300-380 con IVA; sin cotización específica,2026-09,referencia
VALV-CHECK-25,Válvula check de columpio de latón 25 mm (1 in) roscada,pza,285.00,Home Depot México lista B&K 101-005 y Pedrollo VR1 sin precio visible; estimación $300-380 con IVA,2026-09,referencia
VALV-CHECK-38,Válvula check de columpio de latón 38 mm (1 1/2 in) roscada,pza,520.00,Estimación $550-700 con IVA (escala 1.8x la de 1 in); sin cotización,2026-09,referencia
TUERCA-UNION-25,Tuerca unión galvanizada 25 mm (1 in),pza,95.00,Estimación de mercado $100-130 con IVA; sin cotización,2026-09,referencia
TUERCA-UNION-38,Tuerca unión galvanizada 38 mm (1 1/2 in),pza,170.00,Estimación de mercado $180-230 con IVA; sin cotización,2026-09,referencia
NIPLE-GALV-25,"Niple galvanizado cédula 40, 25 mm x 10 cm",pza,40.00,Estimación de mercado $40-55 con IVA; sin cotización,2026-09,referencia
NIPLE-GALV-38,"Niple galvanizado cédula 40, 38 mm x 10 cm",pza,65.00,Estimación de mercado $70-90 con IVA; sin cotización,2026-09,referencia
CUERDA-NYLON-6,Cuerda de nylon 6 mm para suspender bomba sumergible,m,6.00,Estimación de mercado $5-9/m con IVA; sin cotización,2026-09,referencia
JGO-CONEX-TINACO,"Juego de conexiones para ligar tinaco o cisterna a la red: 2 adaptadores, 2 codos y 1 m de tubo CPVC/cobre 19 mm",jgo,150.00,Suma de piezas a precio de ferretería ($130-200 con IVA); referencia sin cotización,2026-09,referencia
VENT-CAL-3,"Chimenea para calentador de depósito: tubo galvanizado 76 mm (3 in) x 1.00 m, sombrerete y abrazadera",jgo,380.00,Estimación $400-500 con IVA (ferreterías y distribuidores de calentadores); sin cotización,2026-09,referencia
VENT-CAL-4,"Chimenea para calentador de depósito: tubo galvanizado 102 mm (4 in) x 1.00 m, sombrerete y abrazadera",jgo,480.00,Estimación $520-620 con IVA; sin cotización,2026-09,referencia
VENT-CAL-6,"Chimenea para calentador comercial: tubo galvanizado 152 mm (6 in) x 1.50 m, sombrerete y abrazaderas",jgo,950.00,"Estimación $1,000-1,300 con IVA; sin cotización",2026-09,referencia
DESAGUE-TINA,Sistema de desagüe para tina con rebosadero y tapón push 68 cm (Coflex/Rugo o similar),pza,600.00,"Rugo 22-IP y Coflex en Home Depot/ferreterías ≈$550-800 con IVA; kits metálicos hasta $4,500 (K&D). Se toma el de PVC con tapa cromada",2026-09,referencia
JOFEL-BI70200,Cenicero basurero grande 66x27 BI70200 Jofel (Jofel),pza,1091.97,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-BI70000,Basurero cuadrado chico 30x18 BI70000 Jofel (Jofel),pza,554.52,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-BI70300,Cenicero basurero cuadrado grande 65x19 BI70300 Jofel (Jofel),pza,1225.56,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-BI70400,Cenicero basurero rectángular 65x32x19 BI70400 Jofel (Jofel),pza,1470.05,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-BE75500,Basurero balancin chico BE75500 Jofel (Jofel),pza,2275.11,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-IYL1003,Basurero pedal chico acero IYl1003 Jofel (Jofel),pza,520.18,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-IYL1005,Basurero pedal median acero IYl1005 Jofel (Jofel),pza,771.03,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-IYL1012,Basurero pedal grande acero IYl1012 Jofel (Jofel),pza,977.76,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-BE81408,Basurero antivandal exterior verde BE81408 Jofel (Jofel),pza,3989.52,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-BG88202,Cenicero basurero 1/2 luna gris BG88202 Jofel (Jofel),pza,3499.62,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-BG88201,Cenicero basurero 1/2 luna negro BG88201 Jofel (Jofel),pza,3499.62,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-BG88210,Cenicero basurero 1/2 luna inoxidable BG88210 Jofel (Jofel),pza,7240.88,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ51000,Dispensador de jabón plastilux I blanco DJ51000 Jofel (Jofel),pza,265.14,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ51010,Dispensador de jabón plastilux I transparente DJ51010 Jofel (Jofel),pza,265.14,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ70010,Dispensador de jabón aitana luxe DJ70010 Jofel (Jofel),pza,432.50,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AC70000,Dispensador de jabón aitana blanco AC70000 Jofel (Jofel),pza,400.10,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AC72000,Dispensador de jabón aitana gris AC72000 Jofel (Jofel),pza,365.08,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ61000,Dispensador de jabón empotrar c/depósito DJ61000 Jofel (Jofel),pza,1489.39,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ21010,Dispensador de jabón total visión transparente DJ21010 Jofel (Jofel),pza,613.44,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AC22000,Dispensador de jabón total visió transparente AC22000 Jofel (Jofel),pza,640.48,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ90001,Dispensador de jabón azur blanco DJ90001 Jofel (Jofel),pza,423.15,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ90002,Dispensador de jabón azur transparente DJ90002 Jofel (Jofel),pza,459.54,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ80001,Dispensador de jabón azur blanco DJ80001 Jofel (Jofel),pza,350.25,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-DJ80002,Dispensador de jabón azur transparente DJ80002 Jofel (Jofel),pza,416.30,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
JOFEL-AC84000,Dispensador de jabón azur blanco AC84000 Jofel (Jofel),pza,281.34,"Derivado del P.U. actualizado de Construbase: P.U. ÷ 1.284 (indirectos, financiamiento y utilidad) menos M.O., herramienta y fijación de esta tarjeta. Sin precio público del modelo en 2026",2026-09,derivado del catálogo
